no,w,county,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a1_1,q12a2_1,q12a1_2,q12a2_2,q12b_2,q12b_3,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q13a,q14,q14a_1_1,q14a_2_1,q14b_1_1,q14b_2_1,q14a_1_2,q14a_2_2,q14b_1_2,q14b_2_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17b,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25a,q25b,q25ba,q25baa,q25bb
FSI3824,54.27541863,19,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,0,0,1,0,2,1,1,1.5,0,1.5,2, , , , ,6,6,3,0,1,1,2, ,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FPP7737,48.78389153,16,24,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,4,2,2,1,4, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,7,8,4,0, , , , ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI5884,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,3,1,1,2,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,8,3,0,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI6088,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,0,0,0,1,2,3,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,9,3,30,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FAI4162,65.7347685,1,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,20000,17000,3000,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,5.5,7,1,0,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FLI7368,57.01305236,12,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,1,4,0,4,2, , , , ,9,9,5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEI1941,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,8,9,3,0,2, ,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1, , , , , 
FDI5863,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8,3,0,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FFI6327,64.0455189,7,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,8,3.5,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FGI6512,62.23959873,3,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,8,3,0,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FJI7118,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,0,1,0,0,1,2,2,3,1,1,1, , ,1,24268,17000,2268,5000,3, , , , , ,1,0,0,1,0,2,1,1,8,0,8,2, , , , ,7,9,4,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FLI7314,6.577768767,12,9,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,3,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,1,8,8,3,30, , , , ,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FJI2945,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,9,3,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FJI2880,6.812651372,10,9,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,1,3,1,1,1,1, , ,1,22000,17000,0,5000,1,5,10, , , , ,0,0,0,0,1, ,1,3.07,0,3.07,2, , , , ,7,8,3,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FJI7107,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,9,3,0,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FJI7114,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,0,0,1,2,2,1,1,1,1, , ,1,20600,20000,600,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,9,3,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , , , 
FJI7121,59.04890597,10,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,4,1,1,1,4, , ,3,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,8,3,0,1,1,1,2,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,3,3,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FHI2649,60.67329416,8,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,2,1,0,0,0,0,1,2,1,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7,8,5,0,1,1,1,2,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FGV2586,9.278231167,3,33,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,1,2,2,4,1,1, , ,1,19268,17000,2268,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,3,30,3.5,1,6,9,2,0, , , , ,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2, , , , 
FMI3361,51.68177637,13,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,2,2,1, ,1,19510,17000,2510,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8,3,0,1,3,1,3,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1, , , , , 
FTP7964,55.13589131,20,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,1,20000,17647,2353,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,2, , , , ,8.5,7.5,2,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,3,2,3,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FBI0682,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,2,1, , ,3,18133,17000,1133,0,2, , ,2,4,1, ,0,0,0,0,2,1,1,8,0,8,2, , , , ,7,10,3,0,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,1,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1, , , , , 
FDI1703,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,1,0,1,2,3,2,1,2,1, , ,1,23999,21176,2823,0,3, , , , , ,1,1,1,0,0,1, ,1,2.89,0,2.89,1,12,12,3,0, , , , ,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1, , , , , 
FBI4897,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,6,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,9,2,0,2, ,2, ,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FCP5648,54.27284355,4,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,0,0,1,2,3,2,2,1,1, , ,1,19268,17000,2268,0,2, , ,1,8,1, ,0,0,0,0,2,1,1,3.61,0,3.61,2, , , , ,7,8,3,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FMI7486,51.68177637,13,9,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,8,3,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FEI6012,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,2,0,0,1,0,1,2,2,3,1,1,1, , ,1,21835,17000,2835,2000,3, , , , , ,1,1,0,1,0,2,1,1,4,0,4,2, , , , ,7,9,3,0,1,2,1,2,1,1,1,1,0,1,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FBI0678,62.34404588,2,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6,6,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20267,17000,2267,1000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,7.5,8,3,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1, , , , , 
FDI1694,59.32217954,5,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,1,2,1,1,3, ,1,1,19768,17000,2268,500,3, , , , , ,1,1,0,1,0,2,1,1,1,0,1,2, , , , ,7,10,3,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FBP5199,70.10304514,2,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,2,3,3,2,1,1, , ,1,20000,18750,1250,0,2, , ,2,12,1, ,0,0,0,0,1, ,1,2,0,2,2, , , , ,7.5,11,3,0,2, ,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1, , , , , 
FFI2175,63.43863534,7,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,23587,19047,2540,2000,3, , , , , ,1,1,0,0,0,1, ,2, , , ,1,6,8,2.5,0, , , , ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1, , , , , 
FTI3925,47.22060713,20,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,.4,0,.4,2, , , , ,7,9,3,0,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FCI5473,66.45404088,4,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,20000,17000,2268,732,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,6.5,10.5,3.5,0,2, ,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FCI5486,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20000,18600,1400,0,3, , , , , ,1,0,0,1,0,2,1,1,8,0,8,1,7,7.5,3,0, , , , ,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FCI5312,65.23112238,4,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,3,2,1,1,0,0,1,2,2,2,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,1,1,0,2,1,1,3.13,0,3.13,2, , , , ,7.5,11,6,30,1,2,1,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,2,2,2,3,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FJP3013,56.27946145,10,24,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,2,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,1,0,1,2, , , , ,6,6,2,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FJI2962,57.96226024,10,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,2,1,1,2,1, ,2,22161,19893,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,2.82,0,2.82,2, , , , ,7,9,3,0,2, ,1,1,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,2,2,2,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FEP6234,57.9150694,6,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,0,0,1,2,3,3,2,1,1, , ,3,19268,17000,2268,0,3, , , , , ,1,1,1,0,0,1, ,2, , , ,1,7,9,5,0, , , , ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,4,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCV1564,90.45531663,4,33,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,2,4,1,4,1,1, , ,3,21835,17000,2835,2000,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,9,3.5,0,1,6,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FIP6969,47.58802995,9,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,3,2,1,0,0,0,1,2,3,2,2,2,1, , ,3,20768,18500,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,2,0,2,1,7.5,10,6,0, , , , ,1,2,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1, , , , , 
FEP2101,57.9150694,6,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,3,17000,17000,0,0,3, , , , , ,2,0,0,1,0,2,2,2, , , ,2, , , , ,6,10,3,0,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FBI1044,64.12043243,2,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,2,4,1,1,1,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,1,1,0,2,1,1,3,0,3,2, , , , ,8,7.5,3,0,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1, , , , , 
FCP1501,54.27284355,4,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,3,2,1,1, , ,3,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6.5,7.5,3.5,0,1,2,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1, , , , , 
FQV3739,.335580523,17,33,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,2,1,4,1,1, , ,1,21000,17000,3000,1000,3, , , , , ,1,1,0,1,0,2,1,1,1,30,1.5,2, , , , ,6,8,2,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FHP2708,56.43130773,8,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,3,3,2,1,4, , ,1,20816,17000,2268,1548,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,6,7,4,30,1,1,2, ,1,1,1,0,1,2,1, ,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FCI1206,64.61300426,4,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6,7,3.5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
