no,w,nation,ind,industry,q1,q2,q3,q4,q5_1,q5_2,q5_3,q6,q6_o,q6_1,q7_1$,q7_2,q7_21$,q7_3,q7_3_1,q7_31$,q7_3_1b,q7_3_1bo,q8,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_1o,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_o,q10,q10_11,q10_12,q10_13,q10_14,q10_1o,t1,t2,t3,t4,q11,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_1o,q12,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,q12_9,q12_10,q12_11,q12_12,q12_1o,q13_1,q13_2,q13_3,q14_1,q14_2,q14_3,q14_4,q15,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_1o,q16,q16_1,q16_2,q16_3,q16_4,q16_5,q16_1o,q17,q17_1,q17_nt,q18,q19,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_1o,q20,q20_1,q20_2,q20_3,q21,q21_1,q21_2,q21_3,q23,q22_1,q22_2,q22_1_a,q22_2_a,q22_2_b,q22_2_c,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_1o,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8,q25_9,q25_10,q25_11,q25_12,q25_13,q25_14,q25o
3300,78,4,1,5,1,4,2,2,1,3,0,1, ,2,118560,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,128.7,8.58,8.58, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,23407,19047,4360,0,1, , , , , , , ,1, , , , , , ,1,2,2400,1,1,1,2,3,4,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,7,8,9,0,11,12,13,0, 
3301,78,4,1,5,1,4,1,2,1,3,0,1, ,2,118560,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,102.96,17.16,8.58, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,35,22862,19047,3815,0,1, , , , , , , ,1, , , , , , ,1,2,2400,1,1,1,2,3,4,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,1,0,3,0,0,0,7,8,9,10,11,12,13,0, 
3302,78,4,1,5,1,4,1,2,1,3,0,1, ,2,118560,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,2,1,2,3,0, ,102.96,17.16,8.58, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,23407,19047,4360,0,1, , , , , , , ,1, , , , , , ,1,2,2400,1,1,0,2,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,7,8,9,0,11,12,13,0, 
3303,76,4,1,5,2,4,2,2,1,2,11,1, ,2,148200,2,95215.5817,1,1, ,1, ,2,0,0,0,4,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,193.05,15.44,12.01, ,2,1,2,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,8,0,0,11,0, ,24,8,30,22047,19047,3000,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,4,5,6,0,0, ,1,1,0,3,1,1,0,3,3,1,1,3,3,3,3,1, , , , , , , , , ,0,0,0,0,5,6,0,8,9,0,11,12,13,0, 
3304,75,4,1,5,2,4,2,2,1,3,0,1, ,2,133380,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,45,25500,19343,4657,1500,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,0,5,0,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
3305,76,4,1,5,2,4,2,1,3,5,0,1, ,2,88920,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,0,3,0, ,205.92, ,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,23,8,36,24199,19047,4152,1000,2,1,0,0,0,0,0, ,1, , , , , , ,1,1, ,1,1,1,0,0,0,0,0,0,0, ,1,0,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
3306,75,4,1,5,2,4,2,2,1,2,11,1, ,2,133380,1, ,1,2,88920,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,0,0, ,68.64,17.16, , ,1, , , , , , , , , ,1,1,0,0,0,0,0,0,8,0,0,11,0, ,20,8,20,21279,19219,2060,0,1, , , , , , , ,1, , , , , , ,1,2,2500,3,1,0,0,0,0,5,0,0,0, ,1,0,0,3,1,0,0,3,2, , , , , , ,2,1,2,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,9,0,0,0,0,0, 
3307,77,4,1,5,1,4,1,2,1,3,0,1, ,2,152500,1, ,1,2,152500,1, ,2,0,0,0,4,0,0, ,1,0,0,4,0,0, ,2,1,2,0,0, ,193.05,15.44, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,26,23566,19047,3302,1217,1, , , , , , , ,2,0,0,3,0,0, ,3,1, ,3,2, , , , , , , , , ,1,0,2,3,1,0,2,0,3, , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,8,0,0,0,0,0,0, 
3308,77,4,1,5,1,4,1,2,1,3,0,1, ,2,9999998,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,3,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,45,26002,19345,4657,2000,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,0,0,0,5,0,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
3309,50,4,1,6,1,4,1,2,1,3,0,1, ,2,133380,1, ,1,2,3557,1, ,2,0,0,0,4,0,0, ,1,0,3,0,0,0, ,2,1,0,0,0, ,514.8, , , ,1, , , , , , , , , ,1,0,0,3,0,0,0,7,0,0,10,0,0, ,24,8,20,23947,19047,2400,2500,1, , , , , , , ,2,0,0,3,0,0, ,4, , ,3,2, , , , , , , , , ,1,0,0,3,1,0,0,3,3, , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
3310,50,4,1,6,1,4,1,2,1,3,0,1, ,2,183768,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,2,0,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,25680,19219,5280,1181,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,0,0,4,0,6,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,7,8,9,0,0,12,13,0, 
3311,50,4,1,6,1,4,1,2,1,3,0,1, ,2,148200,1, ,1,2,133380,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,144.14,15.44,12.01, ,2,1,2,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,23,8,25,22880,19047,2650,1183,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,9,0,0,0,0,0, 
3312,50,4,1,6,1,4,1,2,2,3,3,1, ,2,144110,2,95215.5817,1,2,48895,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,0,0,0, ,205.92, , , ,1, , , , , , , , , ,1,0,0,3,0,0,0,0,8,9,0,11,0, ,26,8,13,23425,19047,1378,3000,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,2,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
3313,50,4,1,6,1,4,3,2,1,3,0,1, ,2,192660,1, ,1,2,148200,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,85.8,4.29,4.29, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,22,8,20,22547,19047,2500,1000,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2000,3,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,13,0, 
3314,50,4,1,6,1,4,1,1,1,3,0,1, ,2,133380,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,30,8,50,26815,19047,6550,1218,1, , , , , , , ,2,0,0,0,4,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
3315,50,4,1,6,1,4,1,2,1,3,0,1, ,2,131898,2,95215.5817,1,2,125439.2789,1, ,2,0,0,0,4,0,0, ,0,0,0,0,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,23819,19219,4600,0,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,0,2,0,4,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,7,8,9,0,0,0,0,0, 
3316,50,4,1,6,1,4,2,2,2,4,9,1, ,2,50607,2,18266.7556670273,1,2,50607,1, ,1,0,0,0,0,0,0, ,1,2,3,0,5,0, ,2,1,2,0,0, ,205.92,15.44, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,40,25007,19047,4960,1000,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,7,8,9,0,0,0,13,0, 
3317,51,4,1,6,1,4,2,2,1,3,0,1, ,2,186732,1, ,1,2,186732,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,0,0, ,205.92,15.44, , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,27851,19047,8304,500,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
3318,50,4,1,6,1,4,3,2,1,3,0,1, ,2,183768,1, ,1,2,183768,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,10,0,0, ,31,8,77,27174,19047,8127,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,3,4,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,9,0,0,12,13,0, 
3319,50,4,1,6,1,4,1,2,1,3,0,1, ,2,112632,1, ,1,2,112632,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,2,0,2,0,0,0,0,0,0, ,1,0,2,0,0,0,0,7,0,0,0,0,0, ,24,8,40,24776,19047,4480,1249,1, , , , , , , ,1, , , , , , ,1,2,2500,3,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,8,0,0,0,0,13,0, 
3320,50,4,1,6,1,4,1,2,1,3,0,1, ,2,133380,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,171.6,8.58,4.29, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,30,8,30,22647,19047,3600,0,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,2,0,0,0,6,0,0, ,1,0,2,3,1,0,2,0,3, , , , , , ,1, , , , , , , , , ,1,0,3,0,0,0,7,8,9,0,11,12,13,0, 
3321,50,4,1,6,1,4,1,2,1,3,0,1, ,2,198588,2,189696,1,2,148200,1, ,2,0,0,0,4,0,0, ,1,0,0,4,0,0, ,2,1,0,0,0, ,205.92, , , ,2,1,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,7,0,9,0,0,0, ,23,8,11,22020,19200,1600,1220,1, , , , , , , ,1, , , , , , ,1,1, ,1,2, , , , , , , , , ,1,0,0,3,1,0,0,3,3, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,12,0,0, 
3322,118,4,1,7,1,4,2,2,1,3,0,1, ,2,165984,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,50,28947,19047,5600,4300,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,0,0,0,8,每月都有開會,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,8,9,0,11,0,13,0, 
3323,118,4,1,7,1,4,2,2,2,3,0,1, ,2,88920,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,2,1,2,0,0,0,0,0,0, ,1,1,2,0,4,0,0,0,8,0,0,0,0, ,24,8,40,25431,19219,5040,1172,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,5,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,5,0,0,8,9,0,11,12,13,0, 
3324,118,4,1,7,1,4,2,2,1,3,0,1, ,2,142272,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,1,2,3,4,5,6,就醫,2,1,2,3,0, ,193.05,15.44,12.01, ,2,1,2,0,0,0,0,0,0, ,1,1,0,0,0,0,0,0,8,0,0,11,0, ,25,8,40,24249,19047,4000,1202,2,1,0,0,0,0,0, ,1, , , , , , ,1,2,2500,3,1,0,2,0,4,0,0,7,0, ,1,1,0,3,1,1,0,3,3,1,1,3,3,3,3,1, , , , , , , , , ,0,2,0,0,5,6,0,8,9,10,11,0,13,0, 
3325,118,4,1,7,1,4,1,2,1,3,0,1, ,2,59280,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,257.4,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,30,23786,19047,3555,1184,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,4,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
3326,118,4,1,7,1,4,2,2,1,3,0,3,當地選工,1,118560,2,0,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,24339,19219,5120,0,2,1,2,0,0,0,0, ,2,1,0,3,0,0, ,1,1, ,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
3327,119,4,1,7,1,4,1,2,1,3,0,1, ,2,118560,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,0,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,10,20307,19047,1260,0,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,0,2,0,0,0,0,0,0, ,1,0,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
3328,118,4,1,7,1,4,1,3,1,3,0,1, ,2,9999998,1, ,2, , , , ,2,0,0,0,4,0,0, ,0,2,0,0,0,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,24889,19219,4520,1150,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,11,0,0,0, 
3329,118,4,1,7,1,4,1,2,1,3,0,1, ,2,9999998,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,0,0, ,300.3,34.32, , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,30,8,39,23731,19047,4684,0,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,1,0,0,0,0,0,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,0,0,0, 
3330,119,4,1,7,1,4,2,2,1,3,0,1, ,2,133380,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,24708,19047,4520,1141,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,5,0,7,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,9,0,11,0,0,0, 
3331,118,4,1,7,1,4,2,2,2,6,0,1, ,2,9999998,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,0,0, ,38.61,4.29, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,0,19047,19047,0,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,0,0,9,0,0,12,0,0, 
3332,118,4,1,7,1,4,2,2,3,6,0,1, ,2,192660,1, ,1,2,192660,1, ,1,0,0,0,0,0,0, ,1,0,0,0,0,0, ,2,1,0,0,0, ,85.8, , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,46,29820,19820,10000,0,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,1, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,8,0,0,0,0,0,0, 
3333,117,4,1,7,2,4,1,2,1,3,0,1, ,2,148200,1, ,1,2,103740,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,2,0,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,30,22197,19047,3150,0,1, , , , , , , ,1, , , , , , ,1,1, ,3,1,0,2,0,0,5,6,0,0, ,1,1,2,3,1,0,2,3,2, , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,0,0,0,0,12,13,0, 
3334,118,4,1,7,1,4,2,2,1,3,0,1, ,2,133380,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,0,0,0, ,514.8, , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,40,25539,19219,5120,1200,2,1,2,0,0,0,0, ,1, , , , , , ,1,2,500,1,2, , , , , , , , , ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,8,0,0,11,0,13,0, 
3335,117,4,1,7,2,4,2,2,2,6,0,1, ,2,88920,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,1,2,0,4,5,0, ,2,1,2,0,0, ,171.6,15.44, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,45,25784,19219,5310,1255,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,0,0,0,5,0,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,11,12,13,0, 
3336,118,4,1,7,1,4,2,2,1,3,0,1, ,2,133380,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,343.2,15.44,18.02, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,24092,19047,4200,845,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,5,6,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,0,4,0,6,0,8,9,0,11,12,13,0, 
3337,96,4,1,8,1,4,1,2,2,6,0,1, ,2,74100,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,0,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,40,25505,19219,5040,1246,2,0,2,0,0,0,0, ,1, , , , , , ,1,2,2500,3,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,9,0,0,0,0,0, 
3338,96,4,1,8,2,4,1,2,1,3,0,1, ,2,174876,2,133380,1,2,88920,1, ,1,0,0,0,0,0,0, ,0,0,3,4,5,0, ,2,1,0,0,0, ,514.8, , , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,24986,19047,4680,1259,1, , , , , , , ,1, , , , , , ,1,1, ,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,0,0,10,11,0,0,0, 
3339,95,4,1,8,2,4,2,2,3,6,0,1, ,2,88920,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,1,0,3,0, ,411.84, ,51.48, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,8,30158,27983,960,1215,2,0,2,0,0,0,0, ,2,1,0,0,0,0, ,2,2,1320,1,2, , , , , , , , , ,1,0,0,3,1,0,0,3,2, , , , , , ,2,0,2,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,0,0,11,0,13,0, 
3340,97,4,1,8,1,4,1,2,1,3,0,1, ,2,115596,1, ,1,2,88920,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,171.6,25.74,8.58, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,45,24212,19047,4000,1165,1, , , , , , , ,2,0,0,3,0,0, ,1,1, ,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,6,0,0,9,0,0,12,13,0, 
3341,95,4,1,8,2,4,3,3,1,3,0,1, ,2,180804,2,136344,1,2,125439.2789,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,0,3,0, ,154.44, ,12.87, ,2,1,2,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,40,25887,19047,5040,1800,1, , , , , , , ,1, , , , , , ,1,2,2500,1,2, , , , , , , , , ,1,0,2,3,1,0,2,0,2, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,11,0,13,0, 
3342,96,4,1,8,1,4,3,1,1,3,0,1, ,2,118560,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,0,0, ,205.92,15.44, , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,0,20360,19219,0,1141,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,3,4,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
3343,98,4,1,8,1,4,1,2,1,2,10,1, ,2,177840,1, ,1,2,177840,1, ,2,1,0,0,0,0,0, ,1,0,0,0,0,0, ,2,1,0,0,0, ,205.92, , , ,2,1,2,0,0,0,6,7,0, ,2, , , , , , , , , , , , , ,22,8,1,19176,19050,126,0,2,0,2,0,0,0,0, ,2,1,0,3,4,0, ,2,1, ,1,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,9,0,0,0,0,0, 
3344,98,4,1,8,1,4,1,2,1,3,0,1, ,2,122000,2,95215.5817,1,2,122000,1, ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1, , , , , , , , , ,2,1,2,3,0,0,0,0,0, ,2, , , , , , , , , , , , , ,24,8,22,23226,19047,2926,1253,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,2,2,2500,3,2, , , , , , , , , ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
3345,96,4,1,8,2,4,2,1,2,5,4,1, ,2,118560,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,0,19219,19219,0,0,1, , , , , , , ,2,0,0,3,4,0, ,1,1, ,1,2, , , , , , , , , ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,12,0,0, 
3346,98,4,1,8,1,4,1,2,1,3,0,1, ,2,95215.5817,1, ,2, , , , ,2,1,0,0,4,0,0, ,1,2,3,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,31,8,40,23727,19047,4680,0,2,0,2,0,0,0,0, ,1, , , , , , ,1,2,3000,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,13,0, 
3347,96,4,1,8,1,4,2,3,3,3,5,1, ,2,148200,2,133380,1,2,59280,1, ,2,1,0,0,4,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,205.92,15.44,12.01, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,30,8,50,27040,19040,6000,2000,1, , , , , , , ,1, , , , , , ,1,1, ,1,1,1,0,0,0,0,0,7,0, ,1,1,2,3,1,1,2,3,1,1,1,1,1,1,1,1, , , , , , , , , ,1,2,3,4,5,6,7,8,9,10,11,12,13,0, 
3348,97,4,1,8,1,4,1,2,1,3,0,1, ,2,133380,1, ,1,2,133380,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,22,8,40,24877,19047,4830,1000,1, , , , , , , ,1, , , , , , ,1,2,2000,1,1,0,0,0,4,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,4,0,0,0,8,9,0,0,0,0,0, 
3349,96,4,1,8,1,4,2,2,4,12,0,1, ,2,82992,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,205.92,23.17,18.02, ,2,0,2,0,0,0,0,0,0, ,1,1,2,3,0,0,0,0,0,0,0,0,0, ,27,8,46,28848,22000,5474,1374,1, , , , , , , ,1, , , , , , ,1,2,3000,1,1,1,2,0,0,5,6,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,5,6,7,8,9,0,11,12,13,0, 
