no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q1b_10,q1b_11,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6b,q6,q6a_2,q6a_3,q6a_4,q6a_5,q7a,q7b_1,q7b_2,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a,q10,q11,q11a,q11b,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q15,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q16,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16a_9,q17a,q17b,q17c,q17d,q17e,q17f,q18,q18a,q19_1,q19_2,q19_3,q20,q20a_1,q20a_2,q20a_3,q20a_4,q20a_5,q20a_6,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q22,q22a,q22aa,q22aaa,q22ab,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q23a_7,q23a_8,q23a_9,q23a_10
125282,1.53846153846154,2.21932114882507,115.404699738904,26,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0, , , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,374,52,52,0,0,0,9,168,46,25250,7000,0,2, ,1,1,2, ,2,1,1,1,2,2500,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,2,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,3,3,3,3,3,2,1,2,1,1,0,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125359,8.21021021021021,9.14402660526989,91.4402660526989,17,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,27,10,10,0,0,0,9,168,0,25250,0,0,1,7,1,7,2, ,2,1,1,4, , ,0,0,0,0,0,0, ,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2, ,1,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
125435,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,14,2,2,0,0,0,9,168,0,25250,0,0,2, ,1,1,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125438,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,9,168,45,25250,6839,0,1,7,1,3,1,1,2,1,1,1,1, ,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,2,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
125524,8.21021021021021,9.14402660526989,100.584292657969,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,40,11,0,6,5,0,9,168,45,25250,6838,1000,1,2,1,6,1,2,2,1,1,1,2,2000,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,1,1,0,0,1,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
125566,9.896,11.6466789667897,81.5267527675279,21,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,24,7,7,0,0,0,9,168,24,25960,3328,1000,2, ,1,6,2, ,1, ,1,1,2,2500,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,1,2,1,0,0,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1, , , , ,2,0,1,0,0,0,0,0,0,0,0
125578,9.28828828828829,11.6620498614958,11.6620498614958,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,9,168,2,25250,250,0,1,6,1,7,1,3,1, ,2,1,1, ,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1, , , , ,2,0,0,0,0,0,1,0,0,0,0
125605,11.7916666666667,14.3585858585859,57.4343434343436,25,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,28,4,2,0,2,0,9,168,46,25250,6763,0,1,3,1,3,2, ,2,1,1,1,1, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,5,3,3,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125667,11.5945945945946,12.9624060150376,38.8872180451128,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,9,168,21,25250,2961,0,2, ,2, ,2, ,1, ,1,1,1, ,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125691,9.19889502762431,11.138592750533,22.277185501066,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,21,2,2,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,2,1,1,3,1, ,0,0,0,0,0,0, ,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,1,2,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125694,8.52037037037037,10.3464285714286,10.3464285714286,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,9,168,0,25250,0,0,1,3,1,3,1,2,2,1,1,1,2,2500,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125809,11.7916666666667,14.3585858585859,143.585858585859,25,2,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,1,0,0,1,0, ,0,0,0,0,0,0,0,0,0,24,10,0,0,10,0,9,168,41,25250,5753,0,2, ,1,4,2, ,2,1,1,1,2,2500,1,0,0,0,0,0,4,1,1,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125816,9.896,11.6466789667897,23.2933579335794,21,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,30,2,2,0,0,0,9,168,0,25250,0,0,2, ,1,4,1,4,2,1,1,1,2,1500,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125822,9.17904761904762,11.2284087314141,67.3704523884846,17,1,2,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,6,6,0,0,0,9,168,17,27382.8942,2617.1058,5000,2, ,1,5,2, ,2,2,1,1,1, ,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,2, ,0,0,1,2,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
125883,8.21021021021021,9.14402660526989,45.7201330263494,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,26,5,2,1,2,0,9,168,40,25250,5600,2000,2, ,1,7,1,3,2,1,1,1,1, ,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,1,2,1,1,0,2,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1, , , , ,2,0,0,0,0,0,1,0,0,1,0
126018,9.19889502762431,11.138592750533,44.554371002132,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,4,4,0,0,0,10,160,30,25250,4230,2000,2, ,1,6,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,2, , ,2,0,0,1,0,0,0,0,0,0,0
126040,9.896,11.6466789667897,186.346863468635,21,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,33,16,0,16,0,0,9,168,46,25250,10000,1500,2, ,1,5,1,3,2,1,1,3,1, ,0,0,0,0,0,0, ,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,1,2,1,1,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126049,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,9,168,0,25250,0,0,2, ,1,2,2, ,1, ,2,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,1,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1, , , , ,2,1,0,0,0,0,0,0,0,0,0
126079,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,10,3,3,0,0,0,9,168,0,26000,0,1000,1,2,1,7,1,1,2,1,1,1,2,2000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126115,8.52037037037037,10.3464285714286,20.6928571428572,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,9,168,0,25250,0,0,1,5,1,6,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,1,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126134,9.17904761904762,11.2284087314141,56.1420436570705,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,20,5,0,5,0,0,9,168,30,25250,5000,1869,1,3,1,7,2, ,2,1,1,1,1, ,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126162,8.46808510638298,11.2259615384615,44.903846153846,16,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,4,0,4,0,0,9,168,0,25250,0,2415,1,4,1,4,1,3,1, ,1,1,1, ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,0,0,0,0,0,0,1,0
126294,9.49285714285714,11.396178343949,11.396178343949,14,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,1,0,1,0,0,9,168,37,25250,5532,1860,2, ,1,5,1,3,2,1,1,1,2,2500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2, ,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2,1,2, , ,2,0,0,0,0,0,0,0,0,1,0
126299,8.52037037037037,10.3464285714286,10.3464285714286,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,1,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,9,168,0,25250,0,0,1,6,1,7,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,2, ,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126358,9.17904761904762,11.2284087314141,44.9136349256564,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,14,4,1,3,0,0,9,168,0,25250,0,2000,1,3,1,6,2, ,2,1,1,1,2,2000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,1,2,2,3,2,2,1,2,1,1,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,2,1,2, , ,2,1,0,1,0,0,0,0,0,1,0
126368,8.52037037037037,10.3464285714286,10.3464285714286,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,9,168,10,25250,1410,0,2, ,1,3,2, ,2,1,2,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126390,8.52037037037037,10.3464285714286,10.3464285714286,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,1,0,14,1,1,0,0,0,9,168,0,25250,0,0,2, ,1,4,2, ,2,1,1,1,2,2500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,0,0,0,1,0,0,0,0
126438,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,9,168,46,25250,7262,0,1,5,1,7,2, ,2,1,1,1,2,2200,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,2, , ,2,1,0,0,0,1,0,0,0,0,0
126515,8.52037037037037,10.3464285714286,20.6928571428572,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,0,0,0,14,2,2,0,0,0,9,168,0,25250,0,0,2, ,1,6,2, ,1, ,1,1,2,2500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,0,0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1, , , , ,2,0,0,0,0,0,1,0,0,0,0
126517,13.8181818181818,17.8949579831933,268.4243697479,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,97,15,0,0,15,0,10,160,38,28400,6200,0,2, ,1,4,1,2,2,1,1,1,2,2200,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,2, , ,1,0,0,0,0,0,0,0,0,0,0
126551,11.6818181818182,15.3666666666667,15.3666666666667,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,27,1,0,0,1,0,9,168,0,25250,0,0,2, ,1,7,2, ,1, ,1,4, , ,0,0,0,0,0,0, ,0,1,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2, ,1,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126616,9.28828828828829,11.6620498614958,34.9861495844874,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,1,0,1,0,0,0,0,0,11,3,0,0,3,0,9,168,0,25250,0,0,2, ,1,5,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,1,1, , ,1,0,0,0,0,0,0,0,0,0,0
126726,7.95652173913043,9.22661870503597,73.8129496402878,13,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,1,1,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,25,8,4,4,0,0,9,168,40,25250,5640,3000,1,4,1,7,1,4,2,1,1,1,1, ,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,4,2,2,2, ,1,0,0,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,1,2, , ,1,0,0,0,0,0,0,0,0,0,0
126728,9.17904761904762,11.2284087314141,67.3704523884846,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,18,6,6,0,0,0,9,168,0,25250,0,0,2, ,1,5,1,2,1, ,1,1,2,5000,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
126776,8.21021021021021,9.14402660526989,45.7201330263494,17,2,2,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,25,5,5,0,0,0,9,168,17,25250,2680,0,2, ,2, ,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2, , ,2,1,0,0,0,0,0,0,0,0,0,0
126801,8.21021021021021,9.14402660526989,91.4402660526989,17,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,20,10,10,0,0,0,9,168,0,25250,0,0,2, ,1,2,1,2,3,1,1,1,2,1500,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3, , , ,2,0,0,0,1,0,0,0,0,0,0
